,name,rating,reviews,avg_salary,industry,locations,highly_rated_for,critically_rated_for
8195,Electronics for Imaging,3.8,133,1.2k,Printing & Publishing,Bengaluru +6 other locations,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning"
8196,Fixderma,3.3,133,419,Beauty & Personal Care,Gurugram +22 other locations,,"Job Security, Promotions / Appraisal, Company Culture"
8197,Signity Software Solutions,4.2,133,319,IT Services & Consulting,Chandigarh +3 other locations,"Skill Development / Learning, Company Culture, Work Satisfaction",
8198,ZoomRx,2.6,133,801,Analytics & KPO,Chennai +4 other locations,,"Promotions / Appraisal, Work Satisfaction, Work Life Balance"
8199,Rigved Technologies,3.8,133,661,Emerging Technologies,Mumbai +9 other locations,"Company Culture, Work Life Balance",Promotions / Appraisal
8200,RELX Group,3.4,133,632,Analytics & KPO,Chennai +11 other locations,Work Life Balance,"Promotions / Appraisal, Job Security, Skill Development / Learning"
8201,Marquis Technologies,3.2,133,708,IT Services & Consulting,Mumbai +7 other locations,,"Company Culture, Promotions / Appraisal, Salary & Benefits"
8202,Juego Studios,4.2,133,384,Gaming,Bengaluru +3 other locations,"Skill Development / Learning, Company Culture, Work Satisfaction","Promotions / Appraisal, Salary & Benefits"
8203,Dulux,4.2,133,337,Building Material,Mumbai +65 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",
8204,Sigma,3.7,133,677,Pharma,Pune +35 other locations,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits"
8205,Mutual Industries,3.2,133,567,Petrochemicals,Mumbai +12 other locations,,"Promotions / Appraisal, Company Culture, Job Security"
8206,Securonix,2.6,133,883,Internet,Bengaluru +3 other locations,,"Job Security, Work Satisfaction, Skill Development / Learning"
8207,ToXSL Technologies,3.8,133,365,IT Services & Consulting,Sahibzada Ajit Singh Nagar +14 other locations,"Salary & Benefits, Work Satisfaction, Skill Development / Learning",
8208,Times Network,3.2,133,994,Broadcasting,Mumbai +10 other locations,,"Promotions / Appraisal, Skill Development / Learning, Company Culture"
8209,IPAC,3.2,133,939,Retail,Kolkata +15 other locations,,"Job Security, Promotions / Appraisal, Work Life Balance"
8210,Voltech Hr Services,3.1,133,419,Recruitment,Chennai +32 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
8211,Dangote Industries,4.1,133,324,Building Material,Lagos +10 other locations,"Job Security, Work Life Balance, Work Satisfaction",Promotions / Appraisal
8212,Viveks,4.0,133,466,Retail,Chennai +14 other locations,"Job Security, Work Life Balance, Work Satisfaction",
8213,Mallcom,3.8,133,403,BPO,Kolkata +10 other locations,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits"
8214,Axis Asset Management Company,3.7,133,556,Financial Services,Mumbai +52 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
8215,Krishna Penstone Automotive,3.9,134,471,Gurugram +10 other locations,,"Job Security, Work Life Balance, Salary & Benefits",
8216,Urjanet Energy Solutions,3.8,133,755,IT Services & Consulting,Chennai +2 other locations,"Company Culture, Work Life Balance","Skill Development / Learning, Promotions / Appraisal"
8217,Homeocare International,3.4,133,403,Healthcare,Hyderabad +23 other locations,,"Promotions / Appraisal, Skill Development / Learning, Company Culture"
8218,Shilpa Steel and Power,3.5,133,485,Iron & Steel,Nagpur +4 other locations,,"Promotions / Appraisal, Job Security, Company Culture"
8219,Sindhuja Microcredit,3.6,149,401,Noida +51 other locations,,,"Job Security, Promotions / Appraisal, Skill Development / Learning"
8220,V.Ships,4.0,133,447,Ports & Shipping,Mumbai +11 other locations,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits"
8221,Walko Qsr Company,3.9,133,489,FMCG,Pune +20 other locations,"Salary & Benefits, Company Culture","Promotions / Appraisal, Skill Development / Learning, Job Security"
8222,Amalgamated Plantations,3.7,133,435,Beverage,Kolkata +20 other locations,Job Security,"Promotions / Appraisal, Work Satisfaction, Company Culture"
8223,ERA's Lucknow Medical College & Hospital,3.9,133,498,Education & Training,Lucknow +3 other locations,Work Life Balance,"Promotions / Appraisal, Company Culture, Work Satisfaction"
8224,Speciality Restaurants,4.2,133,455,Hospitality,Mumbai +15 other locations,"Job Security, Salary & Benefits, Work Life Balance",
8225,Centurion University of Technology and Management,3.5,133,424,Education & Training,Bhubaneswar +15 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
8226,Ashland,4.0,133,599,Chemicals,Hyderabad +10 other locations,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal
8227,UTI Mutual Fund,4.0,133,698,Financial Services,Mumbai +59 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
8228,Sakthi Finance,4.0,133,537,Financial Services,Coimbatore +27 other locations,"Work Life Balance, Job Security, Work Satisfaction",Promotions / Appraisal
8229,Ace Creative Learning,3.8,133,517,Design,Bengaluru +15 other locations,Skill Development / Learning,Promotions / Appraisal
8230,Electrostar Electronics,4.0,133,1k,Noida +57 other locations,,"Skill Development / Learning, Salary & Benefits, Work Life Balance",
8231,Blackstone Center of Excellence,2.6,133,894,Gurugram +8 other locations,,,"Company Culture, Promotions / Appraisal, Work Satisfaction"
8232,Junomoneta Finsol,2.8,133,506,Investment Banking / Venture Capital / Private Equity,Rajkot +9 other locations,,"Promotions / Appraisal, Job Security, Company Culture"
8233,Sanathan Textiles,4.1,133,659,Fashion & Textile,Dadra & Nagar Haveli +12 other locations,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
8234,Mas Rural Housing Mortgage Finance,4.1,133,317,Financial Services,Ahmedabad +42 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
8235,DELTA,4.2,133,1.3k,Events,Bengaluru +27 other locations,"Job Security, Company Culture, Skill Development / Learning",
8236,SURYA INTERNATIONAL ENTERPRISE,4.0,133,293,Power,Bhubaneswar +9 other locations,"Job Security, Skill Development / Learning, Company Culture",
8237,Beyondriffs,4.6,133,9,Education & Training,Ghaziabad,"Company Culture, Work Life Balance, Work Satisfaction",Salary & Benefits
8238,Bangalore Electricity Supply Company,3.7,133,527,Bengaluru +9 other locations,,,"Promotions / Appraisal, Salary & Benefits, Job Security"
8239,Anjan Drug,3.3,133,653,Pharma,Chennai +4 other locations,,"Company Culture, Work Life Balance, Promotions / Appraisal"
8240,The Nuance Group AG,4.3,133,849,IT Services & Consulting,Pune +9 other locations,"Salary & Benefits, Work Life Balance, Company Culture",Job Security
8241,The Judge Group,3.2,133,670,Recruitment,Noida +7 other locations,,"Promotions / Appraisal, Job Security, Work Satisfaction"
8242,Publicis Global Delivery,4.0,133,1.1k,Media & Entertainment,Gurugram +10 other locations,"Work Life Balance, Company Culture, Job Security",
8243,Turner & Townsend,3.9,133,1k,Engineering & Construction,Mumbai +12 other locations,"Job Security, Company Culture",Promotions / Appraisal
8244,GIC Housing Finance,3.7,133,639,NBFC,Mumbai +32 other locations,"Job Security, Work Life Balance, Salary & Benefits","Promotions / Appraisal, Skill Development / Learning, Work Satisfaction"
8245,Svarn Infratel,3.5,133,603,Hardware & Networking,Faridabad +8 other locations,,"Job Security, Promotions / Appraisal, Company Culture"
8246,Progcap,4.0,133,769,Financial Services,New Delhi +16 other locations,"Salary & Benefits, Company Culture, Work Life Balance",
8247,Hemani Industries,3.6,132,761,Agro Chemicals,Ankleshwar +8 other locations,,"Promotions / Appraisal, Company Culture, Job Security"
8248,Sical Logistics,4.0,132,627,Logistics,Bengaluru +22 other locations,,"Promotions / Appraisal, Job Security"
8249,West Bengal Power Development Corporation,3.7,132,369,Power,Kolkata +13 other locations,Job Security,"Promotions / Appraisal, Company Culture"
8250,Winkies,3.9,132,285,Hospitality,Kolkata +32 other locations,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits"
8251,Lectrix Ev,3.6,132,487,Gurugram +15 other locations,,,"Job Security, Promotions / Appraisal, Work Satisfaction"
8252,Mittsure Technologies,2.8,132,462,Education & Training,Jaipur +29 other locations,,"Job Security, Promotions / Appraisal, Company Culture"
8253,Arihant Capital Markets,3.3,132,609,Financial Services,Indore +18 other locations,,"Promotions / Appraisal, Job Security, Company Culture"
8254,Century Rayon,3.8,132,475,Fashion & Textile,Mumbai +8 other locations,"Job Security, Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
8255,Idea Infinity IT Solutions,3.1,132,669,IT Services & Consulting,Bengaluru +13 other locations,,"Work Life Balance, Promotions / Appraisal, Company Culture"
8256,Manorama Industries,4.5,132,480,Beauty & Personal Care,Raipur +5 other locations,"Company Culture, Skill Development / Learning, Salary & Benefits",
8257,Distacart,4.7,132,87,Internet,Hyderabad +4 other locations,"Work Life Balance, Job Security, Company Culture",
8258,7SearchPPC,4.8,132,5,Marketing & Advertising,Lucknow +6 other locations,"Company Culture, Work Life Balance, Skill Development / Learning",
8259,APC By Schneider Electric,4.4,132,267,Electrical Equipment,Bangalore / Bengaluru +16 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
8260,Distacart,4.7,132,87,Internet,Hyderabad +4 other locations,"Work Life Balance, Job Security, Company Culture",
8261,Phoenix Marketcity,3.8,132,624,Retail,Mumbai +10 other locations,,"Job Security, Promotions / Appraisal"
8262,Obeetee,3.9,132,594,Fashion & Textile,Panipat +11 other locations,Job Security,"Promotions / Appraisal, Work Satisfaction"
8263,Manorama Industries,4.5,132,480,Beauty & Personal Care,Raipur +5 other locations,"Company Culture, Skill Development / Learning, Salary & Benefits",
8264,IndiGrid,4.2,132,612,Real Estate,Mumbai +28 other locations,"Company Culture, Job Security, Work Life Balance",
8265,EKA Mobility,3.4,150,666,Pune +7 other locations,,,"Company Culture, Work Life Balance, Job Security"
8266,PCS-Global,3.6,132,316,Education & Training,Kolkata +9 other locations,,Salary & Benefits
8267,SANY Group,3.8,132,514,Industrial Machinery,Pune +25 other locations,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning"
8268,MoEngage,3.6,132,1.2k,Emerging Technologies,Bengaluru +7 other locations,,"Promotions / Appraisal, Job Security, Skill Development / Learning"
8269,Glen Appliances,4.1,132,462,Consumer Electronics & Appliances,Faridabad +28 other locations,"Work Life Balance, Work Satisfaction, Company Culture",Promotions / Appraisal
8270,Ramdev Food Products,4.5,132,413,Food Processing,Ahmedabad +20 other locations,"Company Culture, Salary & Benefits, Work Life Balance",
8271,7SearchPPC,4.8,132,5,Marketing & Advertising,Lucknow +6 other locations,"Company Culture, Work Life Balance, Skill Development / Learning",
8272,APC By Schneider Electric,4.4,132,267,Electrical Equipment,Bangalore / Bengaluru +16 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
8273,D Light Energy,3.7,132,436,Waste Management,Gurugram +35 other locations,"Salary & Benefits, Work Life Balance","Promotions / Appraisal, Job Security"
8274,Arihant Capital Markets,3.3,132,609,Financial Services,Indore +18 other locations,,"Promotions / Appraisal, Job Security, Company Culture"
8275,Dream11,3.9,132,1.3k,Internet,Mumbai +7 other locations,"Salary & Benefits, Company Culture, Work Life Balance",Job Security
8276,Aravind Eye Hospital,4.1,132,399,Healthcare,Madurai +20 other locations,"Job Security, Skill Development / Learning, Work Satisfaction","Promotions / Appraisal, Salary & Benefits"
8277,Wipro Insurance Solutions,3.5,132,415,Mumbai +9 other locations,,Job Security,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction"
8278,Shri Ram Murti Smarak Institute of Medical Sciences,3.6,132,333,Education & Training,Bareilly +4 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
8279,IJM (India) Infrastructure,4.0,132,422,Engineering & Construction,Hyderabad +13 other locations,"Company Culture, Work Life Balance, Work Satisfaction","Promotions / Appraisal, Salary & Benefits"
8280,Metalman Microturners,3.8,132,547,Metals & Mining,Rudrapur +9 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
8281,Hemani Industries,3.6,132,761,Agro Chemicals,Ankleshwar +8 other locations,,"Promotions / Appraisal, Company Culture, Job Security"
8282,Multi Mantech International,2.1,132,374,Engineering & Construction,Ahmedabad +27 other locations,,"Company Culture, Job Security, Promotions / Appraisal"
8283,Rieco Industries,3.0,132,777,Industrial Machinery,Pune +6 other locations,,"Job Security, Promotions / Appraisal, Company Culture"
8284,Tradologie.com,2.6,132,259,Internet,Noida +3 other locations,,"Job Security, Company Culture, Promotions / Appraisal"
8285,Century Rayon,3.8,132,475,Fashion & Textile,Mumbai +8 other locations,"Job Security, Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
8286,CASHe,3.4,132,791,Financial Services,Mumbai +5 other locations,,"Job Security, Promotions / Appraisal, Skill Development / Learning"
8287,Sugam Homes,4.5,132,281,Real Estate,Kolkata +2 other locations,"Company Culture, Work Satisfaction, Job Security",
8288,Mittsure Technologies,2.8,132,462,Education & Training,Jaipur +29 other locations,,"Job Security, Promotions / Appraisal, Company Culture"
8289,Lectrix Ev,3.6,132,487,Gurugram +15 other locations,,,"Job Security, Promotions / Appraisal, Work Satisfaction"
8290,Emrill Services LLC,4.1,132,169,Facility Management Services,Dubai +9 other locations,"Company Culture, Job Security, Skill Development / Learning",Promotions / Appraisal
8291,Real Ispat & Power,3.7,132,602,Power,Raipur +9 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture"
8292,CloudThat Technologies Private Limited,3.9,133,670,IT Services & Consulting,Bengaluru +5 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",Salary & Benefits
8293,Abs Fujitsu General,3.8,132,648,Engineering & Construction,Hyderabad +15 other locations,,"Promotions / Appraisal, Company Culture"
8294,Datwyler Group,3.8,132,539,Pharma,Pune +6 other locations,Work Life Balance,"Promotions / Appraisal, Job Security"
8295,Thinkapps Solutions,3.5,132,643,Recruitment,Mumbai +27 other locations,,"Promotions / Appraisal, Job Security, Salary & Benefits"
8296,Al Fara'a Group,3.1,132,349,Engineering & Construction,Mumbai +11 other locations,,"Salary & Benefits, Work Life Balance, Work Satisfaction"
8297,Dachser,3.9,132,474,Logistics,Mumbai +17 other locations,Work Life Balance,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
8298,Blue Jet Healthcare,3.8,132,855,Chemicals,Mumbai +5 other locations,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits"
8299,Heranba Industries,3.8,139,643,Agro Chemicals,Vapi +21 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
8300,Datwyler Group,3.8,132,539,Pharma,Pune +6 other locations,Work Life Balance,"Promotions / Appraisal, Job Security"
